cris_id,title,publication_type,doi,doi_link,resolved_doi_link
17552328,Identification of speculative bubbles using state-space models with Markov-switching,Forschungsartikel (Zeitschrift),10.1016/j.jbankfin.2010.09.021,https://doi.org/10.1016/j.jbankfin.2010.09.021,https://linkinghub.elsevier.com/retrieve/pii/S0378426610003717
17552488,Estimating the degree of interventionist policies in the run-up to EMU,Forschungsartikel (Zeitschrift),10.1080/00036840802481884,https://doi.org/10.1080/00036840802481884,https://www.tandfonline.com/doi/abs/10.1080/00036840802481884
17552887,Institutional Investors and Stock Returns Volatility: Empirical Evidence from a Natural Experiment,Forschungsartikel (Zeitschrift),10.1016/j.jfs.2008.02.003,https://doi.org/10.1016/j.jfs.2008.02.003,https://linkinghub.elsevier.com/retrieve/pii/S1572308908000193
17575983,"Hedging Under Model Mis-Specification: All Risk Factors are Equal, But Some are More Equal than Others ...",Forschungsartikel (Zeitschrift),10.1002/fut.20530,https://doi.org/10.1002/fut.20530,https://onlinelibrary.wiley.com/doi/10.1002/fut.20530
17576144,Option Betas – Risk Measures for Options,Forschungsartikel (Zeitschrift),10.1142/S0219024907004585,https://doi.org/10.1142/S0219024907004585,https://www.worldscientific.com/doi/abs/10.1142/S0219024907004585
17576226,Tractable Hedging – An Implementation of Robust Hedging Strategies,Forschungsartikel (Zeitschrift),10.1016/j.jedc.2005.06.014,https://doi.org/10.1016/j.jedc.2005.06.014,https://linkinghub.elsevier.com/retrieve/pii/S0165188905001363
17576308,Why is the Index Smile So Steep?,Forschungsartikel (Zeitschrift),10.1023/B:EUFI.0000022159.33778.f,https://doi.org/10.1023/B:EUFI.0000022159.33778.f,https://doi.org/10.1023/B:EUFI.0000022159.33778.f
17576389,Attainability of European Path Independent Claims in Incomplete Markets,Forschungsartikel (Zeitschrift),10.1016/j.frl.2004.04.003,https://doi.org/10.1016/j.frl.2004.04.003,https://linkinghub.elsevier.com/retrieve/pii/S1544612304000339
17576471,Pricing Derivative Securities Using Cross-Entropy – An Economic Analysis,Forschungsartikel (Zeitschrift),10.1142/S0219024904002335,https://doi.org/10.1142/S0219024904002335,https://www.worldscientific.com/doi/abs/10.1142/S0219024904002335
17576629,Earning the Right Premium on the Right Factor in Portfolio Planning,Forschungsartikel (Zeitschrift),10.1016/j.jbankfin.2015.05.011,https://doi.org/10.1016/j.jbankfin.2015.05.011,https://linkinghub.elsevier.com/retrieve/pii/S0378426615001521
17576709,Keep on Smiling? Volatility Surfaces and the Pricing of Quanto Options when all Covariances are Stochastic,Forschungsartikel (Zeitschrift),10.1016/j.jbankfin.2012.01.004,https://doi.org/10.1016/j.jbankfin.2012.01.004,https://linkinghub.elsevier.com/retrieve/pii/S0378426612000052
17576790,Asset allocation: How much does model choice matter?,Forschungsartikel (Zeitschrift),10.1016/j.jbankfin.2012.02.009,https://doi.org/10.1016/j.jbankfin.2012.02.009,https://linkinghub.elsevier.com/retrieve/pii/S0378426612000520
17623531,Terra Incognita Controlleri,Forschungsartikel (Zeitschrift),10.1016/S1045-2354(02)00193-4,https://doi.org/10.1016/S1045-2354(02)00193-4,https://linkinghub.elsevier.com/retrieve/pii/S1045235402001934
17624098,Ein neuer Höchstsatz der degressiven Abschreibung - ein wirksamer Investitionsanreiz?,Forschungsartikel (Zeitschrift),10.1007/s00187-007-0019-y,https://doi.org/10.1007/s00187-007-0019-y,https://link.springer.com/article/10.1007/s00187-007-0019-y
17735291,Approximate value-at-risk calculation for heterogeneous loan portfolios: Possible enhancements of the Basel II methodology,Forschungsartikel (Zeitschrift),10.1016/j.jfs.2009.02.003,https://doi.org/10.1016/j.jfs.2009.02.003,https://linkinghub.elsevier.com/retrieve/pii/S1572308909000175
17735382,Goodness-of-fit tests for parametric families of Archimedean copulas,Forschungsartikel (Zeitschrift),10.1080/14697680701207639,https://doi.org/10.1080/14697680701207639,https://www.tandfonline.com/doi/abs/10.1080/14697680701207639
17735472,Hierarchies of Archimedean copulas,Forschungsartikel (Zeitschrift),10.1080/14697680902821733,https://doi.org/10.1080/14697680902821733,https://www.tandfonline.com/doi/full/10.1080/14697680902821733
17735563,Identifying multiple outliers in heavy-tailed distributions with an application to market crashes,Forschungsartikel (Zeitschrift),10.1016/j.jempfin.2007.10.003,https://doi.org/10.1016/j.jempfin.2007.10.003,https://linkinghub.elsevier.com/retrieve/pii/S0927539807001041
17776707,The Influence of Positive Feedback Trading on Return Autocorrelation: Evidence for the German Stock Market,Forschungsartikel (Buchbeitrag),10.1007/978-3-7908-2651-7_15,https://doi.org/10.1007/978-3-7908-2651-7_15,https://link.springer.com/chapter/10.1007/978-3-7908-2651-7_15
17783942,Doping und Wettbewerbsintensität,Forschungsartikel (Zeitschrift),10.3790/schm.130.1.95,https://doi.org/10.3790/schm.130.1.95,https://elibrary.duncker-humblot.com/article/5442/doping-und-wettbewerbsintensitat
17801945,Editorial: Emerging Financial Systems in Central and Eastern Europe: Financial Institutions and Asset Pricing,Forschungsartikel (Zeitschrift),10.1016/j.ecosys.2004.05.001,https://doi.org/10.1016/j.ecosys.2004.05.001,https://linkinghub.elsevier.com/retrieve/pii/S0939362504000354
17802793,The Present Value Model of US Stock Prices Redux: A New Testing Strategy and Some Evidence,Forschungsartikel (Zeitschrift),10.1016/S1062-9769(03)00044-9,https://doi.org/10.1016/S1062-9769(03)00044-9,https://linkinghub.elsevier.com/retrieve/pii/S1062976903000449
17802874,The Bundesbank’s Inflation Policy and Asymmetric Behavior of the German Term Structure,Forschungsartikel (Zeitschrift),10.1111/j.1467-9396.2004.00463.x,https://doi.org/10.1111/j.1467-9396.2004.00463.x,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-9396.2004.00463.x
17806354,Forced to make mistakes: Reasons for complaining about Bebchuk’s scheme and other market-oriented insolvency procedures,Forschungsartikel (Zeitschrift),10.1007/s10657-006-5672-3,https://doi.org/10.1007/s10657-006-5672-3,https://link.springer.com/article/10.1007/s10657-006-5672-3
17806813,Do Central Banks React to Stock Markets? The Case of the Bundesbank,Forschungsartikel (Zeitschrift),10.1016/j.jbankfin.2006.04.003,https://doi.org/10.1016/j.jbankfin.2006.04.003,https://linkinghub.elsevier.com/retrieve/pii/S0378426606001543
17806892,Do Institutional Investors Destabilize Stock Prices? Evidence from an Emerging Market,Forschungsartikel (Zeitschrift),10.1016/j.intfin.2005.05.005,https://doi.org/10.1016/j.intfin.2005.05.005,https://linkinghub.elsevier.com/retrieve/pii/S1042443105000533
17806973,Do Actions Speak Louder Than Words? Evaluating Monetary Policy at the Bundesbank,Forschungsartikel (Zeitschrift),10.1016/j.jmacro.2005.08.002,https://doi.org/10.1016/j.jmacro.2005.08.002,https://linkinghub.elsevier.com/retrieve/pii/S0164070407000092
17807362,Testing for Financial Spillovers in Calm and Turbulent Periods,Forschungsartikel (Zeitschrift),10.1016/j.qref.2006.04.001,https://doi.org/10.1016/j.qref.2006.04.001,https://linkinghub.elsevier.com/retrieve/pii/S1062976906000275
17807442,The Absent-Minded Prisoner,Forschungsartikel (Zeitschrift),10.1007/s10108-006-9011-1,https://doi.org/10.1007/s10108-006-9011-1,https://link.springer.com/article/10.1007/s10108-006-9011-1
17812458,”Hochschulkarrieren in Deutschland Eine empirische Fallstudie fur das Fachgebiet Volkswirtschaftslehre”,Forschungsartikel (Zeitschrift),10.1111/1468-2516.00282,https://doi.org/10.1111/1468-2516.00282,https://doi.org/10.1111/1468-2516.00282
18005290,Der Prozeß des strategischen Managements,Forschungsartikel (Buchbeitrag),10.1007/978-3-663-05965-3_1,https://doi.org/10.1007/978-3-663-05965-3_1,https://link.springer.com/chapter/10.1007/978-3-663-05965-3_1
18046869,Robust Portfolio Choice with Ambiguity and Learning about Return Predictability,Forschungsartikel (Zeitschrift),10.1016/j.jbankfin.2012.05.009,https://doi.org/10.1016/j.jbankfin.2012.05.009,https://linkinghub.elsevier.com/retrieve/pii/S0378426612001379
18795510,Efficiency and distribution effects of a revenue-neutral income tax reform,Forschungsartikel (Zeitschrift),10.1016/S0164-0704(03)00008-9,https://doi.org/10.1016/S0164-0704(03)00008-9,https://linkinghub.elsevier.com/retrieve/pii/S0164070403000089
18795601,"Simple tests for peakedness, fat tails and leptokurtosis based on quantiles",Forschungsartikel (Zeitschrift),10.1016/S0167-9473(02)00170-6,https://doi.org/10.1016/S0167-9473(02)00170-6,https://linkinghub.elsevier.com/retrieve/pii/S0167947302001706
18892891,Machtindex und Drittelmitbestimmung: Differenzierter Arbeitnehmereinfluss und dessen Konsequenzen,Forschungsartikel (Zeitschrift),10.3790/schm.131.1.133,https://doi.org/10.3790/schm.131.1.133,https://elibrary.duncker-humblot.com/article/5825/machtindex-und-drittelmitbestimmung-differenzierter-arbeitnehmereinfluss-und-dessen-konsequenzen
18893279,Fluktuation von Vorständen und personelle Verflechtungen in DAX-Unternehmen,Forschungsartikel (Zeitschrift),10.1007/s11573-010-0398-7,https://doi.org/10.1007/s11573-010-0398-7,https://link.springer.com/article/10.1007/s11573-010-0398-7
18894132,Professionelle Personaler zwischen Rationalisierung und allgemeinem Management: Professionalisierung ohne Bildung einer eigenen Profession,Forschungsartikel (Zeitschrift),10.1007/s12354-010-0125-x,https://doi.org/10.1007/s12354-010-0125-x,https://link.springer.com/article/10.1007/s12354-010-0125-x
18894525,Rankings von Zeitschriften und Personen in der BWL,Forschungsartikel (Zeitschrift),10.1007/s12354-010-0119-8,https://doi.org/10.1007/s12354-010-0119-8,https://link.springer.com/article/10.1007/s12354-010-0119-8
18913518,The Principle of Hiring the Best Available Academics,Forschungsartikel (Zeitschrift),10.1108/09513540910981041,https://doi.org/10.1108/09513540910981041,https://www.emerald.com/insight/content/doi/10.1108/09513540910981041/full/html
18920328,Unentschieden sind nicht unabhängig von der Drei-Punkte-Regel,Forschungsartikel (Zeitschrift),10.1007/s12662-009-0086-3,https://doi.org/10.1007/s12662-009-0086-3,https://link.springer.com/article/10.1007/s12662-009-0086-3
18923570,Die Bedeutung des Insolvenzrechts für die Gründungsentscheidung,Forschungsartikel (Buchbeitrag),10.1007/3-540-26823-5_6,https://doi.org/10.1007/3-540-26823-5_6,https://link.springer.com/chapter/10.1007/3-540-26823-5_6
18925862,The Dynamics of Brand Equity: A Hedonic Regression Approach to the Laser Printer Market,Forschungsartikel (Zeitschrift),10.1057/jors.2011.45,https://doi.org/10.1057/jors.2011.45,https://www.tandfonline.com/doi/full/10.1057/jors.2011.45
18926023,The Effect of Option Trading at the {DTB} on the Underlying Stocks' Return Variance,Forschungsartikel (Zeitschrift),10.1007/BF01205357,https://doi.org/10.1007/BF01205357,https://link.springer.com/article/10.1007/BF01205357
18926509,Approximate Value-at-Risk Calculation for Heterogeneous Loan Portfolios: Possible Enhancements of the Basel {II} Methodology,Forschungsartikel (Zeitschrift),10.1016/j.jfs.2009.02.003,https://doi.org/10.1016/j.jfs.2009.02.003,https://linkinghub.elsevier.com/retrieve/pii/S1572308909000175
18926672,Tails of Lorenz Curves,Forschungsartikel (Zeitschrift),10.1016/S0304-4076(01)00145-2,https://doi.org/10.1016/S0304-4076(01)00145-2,https://linkinghub.elsevier.com/retrieve/pii/S0304407601001452
18926753,Statistical Inference for Inequality and Poverty Measurement with Dependent Data,Forschungsartikel (Zeitschrift),10.1111/1468-2354.t01-1-00024,https://doi.org/10.1111/1468-2354.t01-1-00024,https://onlinelibrary.wiley.com/doi/10.1111/1468-2354.t01-1-00024
18926911,A Distribution Free Test for the Two Sample Problem for General Alternatives,Forschungsartikel (Zeitschrift),10.1016/0167-9473(95)92844-N,https://doi.org/10.1016/0167-9473(95)92844-N,https://linkinghub.elsevier.com/retrieve/pii/016794739592844N
18926992,Testing for First-Order Stochastic Dominance: A New Distribution-Free Test,Forschungsartikel (Zeitschrift),10.2307/2988473,https://doi.org/10.2307/2988473,https://www.jstor.org/stable/10.2307/2988473?origin=crossref
